3250,433,0,250,10,0,-30,0,0,0,1,0,0,0,0
2962.5,332.25,0,187.5,7.25,0,-22.5,0,0,0,1,0,0,0,0
2675,231.5,0,125,4.5,0,-15,0,0,0,1,0,0,0,0
2387.5,130.75,0,62.5,1.75,0,-7.5,0,0,0,1,0,0,0,0
2100,30,0,0,-1,0,0,0,0,0,1,0,0,0,0
10465,0,0,17.5
9539.25,0,0,17.5
8613.5,0,0,17.5
7687.75,0,0,17.5
6762,0,0,17.5
